scode,ccode,country,year,ind,intind,intviol,intwar,civviol,civwar,ethviol,ethwar,inttot,civtot,actotal,nborder,totint,totciv,totalac,nint,nciv,nac,region,nregion,regint,regciv,regac,nrint,nrciv,nrac
BHU,760,Bhutan,1971,1,0,0,0,0,0,0,0,0,0,0,2,3,8,11,1,2,2,6,10,6,20,26,2,5,5
BHU,760,Bhutan,1972,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,2,2,6,10,0,12,12,0,3,3
BHU,760,Bhutan,1973,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,2,2,6,10,0,14,14,0,4,4
BHU,760,Bhutan,1974,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,2,2,6,10,1,14,15,1,4,5
BHU,760,Bhutan,1975,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,2,2,6,10,1,16,17,1,5,6
BHU,760,Bhutan,1976,1,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,1,1,6,10,0,11,11,0,4,4
BHU,760,Bhutan,1977,1,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,1,1,6,10,0,11,11,0,4,4
BHU,760,Bhutan,1978,1,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,1,1,6,10,0,20,20,0,5,5
BHU,760,Bhutan,1979,1,0,0,0,0,0,0,0,0,0,0,2,4,3,7,1,1,2,6,10,6,23,29,3,5,7
BHU,760,Bhutan,1980,1,0,0,0,0,0,0,0,0,0,0,2,0,5,5,0,2,2,6,10,8,25,33,3,6,7
BHU,760,Bhutan,1981,1,0,0,0,0,0,0,0,0,0,0,2,1,5,6,1,2,2,6,10,9,25,34,4,6,7
BHU,760,Bhutan,1982,1,0,0,0,0,0,0,0,0,0,0,2,0,5,5,0,2,2,6,10,6,25,31,1,6,6
BHU,760,Bhutan,1983,1,0,0,0,0,0,0,0,0,0,0,2,2,11,13,2,2,2,6,10,11,37,48,5,8,8
BHU,760,Bhutan,1984,1,0,0,0,0,0,0,0,0,0,0,2,0,9,9,0,2,2,6,10,8,35,43,3,8,8
BHU,760,Bhutan,1985,1,0,0,0,0,0,0,0,0,0,0,2,3,7,10,2,2,2,6,10,12,33,45,5,8,8
BHU,760,Bhutan,1986,1,0,0,0,0,0,0,0,0,0,0,2,2,7,9,1,2,2,6,10,10,30,40,4,8,8
BHU,760,Bhutan,1987,1,0,0,0,0,0,0,0,0,0,0,2,4,7,11,2,2,2,6,10,13,34,47,5,8,8
BHU,760,Bhutan,1988,1,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,2,2,6,10,6,35,41,1,8,8
BHU,760,Bhutan,1989,1,0,0,0,0,0,0,0,0,0,0,2,1,8,9,1,2,2,6,10,2,35,37,2,8,8
BHU,760,Bhutan,1990,1,0,0,0,0,0,0,0,0,0,0,2,1,11,12,1,2,2,6,10,2,38,40,2,8,8
BHU,760,Bhutan,1991,1,0,0,0,0,0,1,0,0,1,1,2,0,12,12,0,2,2,6,15,0,36,36,0,9,9
BHU,760,Bhutan,1992,1,0,0,0,0,0,1,0,0,1,1,2,1,12,13,1,2,2,6,15,2,39,41,2,10,10
BHU,760,Bhutan,1993,1,0,0,0,0,0,1,0,0,1,1,2,0,12,12,0,2,2,6,15,0,37,37,0,9,9
BHU,760,Bhutan,1994,1,0,0,0,0,0,0,0,0,0,0,2,0,9,9,0,2,2,6,15,0,29,29,0,7,7
BHU,760,Bhutan,1995,1,0,0,0,0,0,0,0,0,0,0,2,0,9,9,0,2,2,6,15,0,29,29,0,7,7
BHU,760,Bhutan,1996,1,0,0,0,0,0,0,0,0,0,0,2,1,9,10,1,2,2,6,15,2,31,33,2,8,8
BHU,760,Bhutan,1997,1,0,0,0,0,0,0,0,0,0,0,2,1,9,10,1,2,2,6,15,2,31,33,2,8,8
BHU,760,Bhutan,1998,1,0,0,0,0,0,0,0,0,0,0,2,0,9,9,0,2,2,6,15,0,31,31,0,8,8
BHU,760,Bhutan,1999,1,0,0,0,0,0,0,0,0,0,0,2,1,7,8,1,1,1,6,15,2,25,27,2,5,6
BHU,760,Bhutan,2000,1,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,1,1,6,15,0,25,25,0,5,5
BHU,760,Bhutan,2001,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,1,1,6,15,3,27,30,1,6,6
BHU,760,Bhutan,2002,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,0,1,1,6,15,3,20,23,1,5,6
BHU,760,Bhutan,2003,1,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,1,1,6,15,3,18,21,1,5,6
BHU,760,Bhutan,2004,1,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,1,1,6,15,3,19,22,1,5,6
BLR,370,Belarus,1991,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,32,0,6,6,0,3,3
BLR,370,Belarus,1992,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,15,15,0,5,5
BLR,370,Belarus,1993,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,15,15,0,5,5
BLR,370,Belarus,1994,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,0,19,19,0,6,6
BLR,370,Belarus,1995,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,0,17,17,0,5,5
BLR,370,Belarus,1996,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,0,8,8,0,3,3
BLR,370,Belarus,1997,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,6,6,0,3,3
BLR,370,Belarus,1998,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,6,6,0,2,2
BLR,370,Belarus,1999,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,3,11,14,1,3,3
BLR,370,Belarus,2000,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,0,4,4,0,1,1
BLR,370,Belarus,2001,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,1,4,5,1,1,2
BLR,370,Belarus,2002,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,0,4,4,0,1,1
BLR,370,Belarus,2003,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,2,4,6,1,1,2
BLR,370,Belarus,2004,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,1,1,0,37,2,5,7,1,2,3
BNG,771,Bangladesh,1971,0,,,,,,,6,,6,6,,,,,,,,,,,,,,,
BNG,771,Bangladesh,1972,1,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,2,2,6,10,0,12,12,0,3,3
BNG,771,Bangladesh,1973,1,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,2,2,6,10,0,14,14,0,4,4
BNG,771,Bangladesh,1974,1,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,2,2,6,10,1,14,15,1,4,5
BNG,771,Bangladesh,1975,1,0,0,0,0,0,0,2,0,2,2,2,0,7,7,0,2,2,6,10,1,16,17,1,5,6
BNG,771,Bangladesh,1976,1,0,0,0,0,0,0,2,0,2,2,2,0,7,7,0,2,2,6,10,0,11,11,0,4,4
BNG,771,Bangladesh,1977,1,0,0,0,0,0,0,2,0,2,2,2,0,7,7,0,2,2,6,10,0,11,11,0,4,4
BNG,771,Bangladesh,1978,1,0,0,0,0,0,0,2,0,2,2,2,0,7,7,0,2,2,6,10,0,20,20,0,5,5
BNG,771,Bangladesh,1979,1,0,0,0,0,0,0,2,0,2,2,2,0,7,7,0,2,2,6,10,6,23,29,3,5,7
BNG,771,Bangladesh,1980,1,0,0,0,0,0,0,2,0,2,2,2,0,7,7,0,2,2,6,10,8,25,33,3,6,7
BNG,771,Bangladesh,1981,1,0,0,0,0,0,0,2,0,2,2,2,0,7,7,0,2,2,6,10,9,25,34,4,6,7
BNG,771,Bangladesh,1982,1,0,0,0,0,0,0,2,0,2,2,2,0,7,7,0,2,2,6,10,6,25,31,1,6,6
BNG,771,Bangladesh,1983,1,0,0,0,0,0,0,2,0,2,2,2,1,11,12,1,2,2,6,10,11,37,48,5,8,8
BNG,771,Bangladesh,1984,1,0,0,0,0,0,0,2,0,2,2,2,0,9,9,0,2,2,6,10,8,35,43,3,8,8
BNG,771,Bangladesh,1985,1,0,0,0,0,0,0,2,0,2,2,2,1,9,10,1,2,2,6,10,12,33,45,5,8,8
BNG,771,Bangladesh,1986,1,0,0,0,0,0,0,2,0,2,2,2,0,9,9,0,2,2,6,10,10,30,40,4,8,8
BNG,771,Bangladesh,1987,1,0,0,0,0,0,0,2,0,2,2,2,1,9,10,1,2,2,6,10,13,34,47,5,8,8
BNG,771,Bangladesh,1988,1,0,0,0,0,0,0,2,0,2,2,2,0,10,10,0,2,2,6,10,6,35,41,1,8,8
BNG,771,Bangladesh,1989,1,0,0,0,0,0,0,2,0,2,2,2,1,9,10,1,2,2,6,10,2,35,37,2,8,8
BNG,771,Bangladesh,1990,1,0,0,0,0,0,0,2,0,2,2,2,1,12,13,1,2,2,6,10,2,38,40,2,8,8
BNG,771,Bangladesh,1991,1,0,0,0,0,0,0,2,0,2,2,2,0,14,14,0,2,2,6,15,0,36,36,0,9,9
BNG,771,Bangladesh,1992,1,0,0,0,0,0,0,2,0,2,2,2,1,14,15,1,2,2,6,15,2,39,41,2,10,10
BNG,771,Bangladesh,1993,1,0,0,0,0,0,0,0,0,0,0,2,0,14,14,0,2,2,6,15,0,37,37,0,9,9
BNG,771,Bangladesh,1994,1,0,0,0,0,0,0,0,0,0,0,2,0,11,11,0,2,2,6,15,0,29,29,0,7,7
BNG,771,Bangladesh,1995,1,0,0,0,0,0,0,0,0,0,0,2,0,11,11,0,2,2,6,15,0,29,29,0,7,7
BNG,771,Bangladesh,1996,1,0,0,0,0,0,0,0,0,0,0,2,1,11,12,1,2,2,6,15,2,31,33,2,8,8
BNG,771,Bangladesh,1997,1,0,0,0,0,0,0,0,0,0,0,2,1,11,12,1,2,2,6,15,2,31,33,2,8,8
BNG,771,Bangladesh,1998,1,0,0,0,0,0,0,0,0,0,0,2,0,11,11,0,2,2,6,15,0,31,31,0,8,8
BNG,771,Bangladesh,1999,1,0,0,0,0,0,0,0,0,0,0,2,1,11,12,1,2,2,6,15,2,25,27,2,5,6
BNG,771,Bangladesh,2000,1,0,0,0,0,0,0,0,0,0,0,2,0,11,11,0,2,2,6,15,0,25,25,0,5,5
BNG,771,Bangladesh,2001,1,0,0,0,0,0,0,0,0,0,0,2,0,12,12,0,2,2,6,15,3,27,30,1,6,6
BNG,771,Bangladesh,2002,1,0,0,0,0,0,0,0,0,0,0,2,0,12,12,0,2,2,6,15,3,20,23,1,5,6
BNG,771,Bangladesh,2003,1,0,0,0,0,0,0,0,0,0,0,2,0,10,10,0,2,2,6,15,3,18,21,1,5,6
BNG,771,Bangladesh,2004,1,0,0,0,0,0,0,0,0,0,0,2,0,10,10,0,2,2,6,15,3,19,22,1,5,6
BOL,145,Bolivia,1946,1,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,8,11,0,1,1,0,1,1
BOL,145,Bolivia,1947,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,1,8,11,0,1,1,0,1,1
BOL,145,Bolivia,1948,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,1,1,0,1,1
BOL,145,Bolivia,1949,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,5,5,0,1,1
BOL,145,Bolivia,1950,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,5,5,0,1,1
BOL,145,Bolivia,1951,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,5,5,0,1,1
BOL,145,Bolivia,1952,1,0,0,0,2,0,0,0,0,2,2,5,0,0,0,0,0,0,8,11,0,7,7,0,2,2
BOL,145,Bolivia,1953,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,5,5,0,1,1
BOL,145,Bolivia,1954,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,5,5,0,1,1
BOL,145,Bolivia,1955,1,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,1,1,8,11,0,7,7,0,2,2
BOL,145,Bolivia,1956,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,5,5,0,1,1
BOL,145,Bolivia,1957,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,6,6,0,2,2
BOL,145,Bolivia,1958,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,6,6,0,2,2
BOL,145,Bolivia,1959,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,6,6,0,2,2
BOL,145,Bolivia,1960,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,6,6,0,2,2
BOL,145,Bolivia,1961,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,0,6,6,0,2,2
BOL,145,Bolivia,1962,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,12,0,6,6,0,2,2
BOL,145,Bolivia,1963,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,12,0,1,1,0,1,1
BOL,145,Bolivia,1964,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,1,8,12,0,2,2,0,2,2
BOL,145,Bolivia,1965,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,1,8,12,0,2,2,0,2,2
BOL,145,Bolivia,1966,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,1,1,0,1,1
BOL,145,Bolivia,1967,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,1,1,0,1,1
BOL,145,Bolivia,1968,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,1,1,0,1,1
BOL,145,Bolivia,1969,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,0,0,0,0,0
BOL,145,Bolivia,1970,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,0,0,0,0,0
BOL,145,Bolivia,1971,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,0,0,0,0,0
BOL,145,Bolivia,1972,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,0,0,0,0,0
BOL,145,Bolivia,1973,1,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,1,1,8,13,0,2,2,0,1,1
BOL,145,Bolivia,1974,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,3,3,0,1,1
BOL,145,Bolivia,1975,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,3,3,0,1,1
BOL,145,Bolivia,1976,1,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,2,2,8,13,0,6,6,0,2,2
BOL,145,Bolivia,1977,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,3,3,0,1,1
BOL,145,Bolivia,1978,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,3,3,0,1,1
BOL,145,Bolivia,1979,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,3,3,0,1,1
BOL,145,Bolivia,1980,1,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,2,2,8,13,0,4,4,0,2,2
BOL,145,Bolivia,1981,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,1,8,13,2,0,2,2,0,2
BOL,145,Bolivia,1982,1,0,0,0,0,0,0,0,0,0,0,5,1,3,4,1,1,2,8,13,1,3,4,1,1,2
BOL,145,Bolivia,1983,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,3,3,0,1,1
BOL,145,Bolivia,1984,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1985,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1986,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1987,1,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,2,2,8,13,0,9,9,0,3,3
BOL,145,Bolivia,1988,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1989,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,1,7,8,1,2,3
BOL,145,Bolivia,1990,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1991,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1992,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1993,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1994,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1995,1,0,0,0,0,0,0,0,0,0,0,5,1,3,4,1,1,1,8,13,2,7,9,2,2,3
BOL,145,Bolivia,1996,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1997,1,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,1,1,8,13,0,7,7,0,2,2
BOL,145,Bolivia,1998,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,4,4,0,1,1
BOL,145,Bolivia,1999,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,4,4,0,1,1
BOL,145,Bolivia,2000,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,4,4,0,1,1
BOL,145,Bolivia,2001,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,4,4,0,1,1
BOL,145,Bolivia,2002,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,4,4,0,1,1
BOL,145,Bolivia,2003,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,4,4,0,1,1
BOL,145,Bolivia,2004,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,13,0,4,4,0,1,1
BOS,346,Bosnia,1992,1,0,0,0,0,0,0,6,0,6,6,2,0,3,3,0,1,1,0,37,0,15,15,0,5,5
BOS,346,Bosnia,1993,1,0,0,0,0,0,0,6,0,6,6,2,0,3,3,0,1,1,0,37,0,15,15,0,5,5
BOS,346,Bosnia,1994,1,0,0,0,0,0,0,6,0,6,6,2,0,3,3,0,1,1,0,37,0,19,19,0,6,6
BOS,346,Bosnia,1995,1,0,0,0,0,0,0,6,0,6,6,2,0,3,3,0,1,1,0,37,0,17,17,0,5,5
BOS,346,Bosnia,1996,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,0,8,8,0,3,3
BOS,346,Bosnia,1997,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,0,6,6,0,3,3
BOS,346,Bosnia,1998,1,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,1,1,0,37,0,6,6,0,2,2
BOS,346,Bosnia,1999,1,0,0,0,0,0,0,0,0,0,0,2,3,4,7,1,1,1,0,37,3,11,14,1,3,3
BOS,346,Bosnia,2000,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,0,4,4,0,1,1
BOS,346,Bosnia,2001,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,1,4,5,1,1,2
BOS,346,Bosnia,2002,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,0,4,4,0,1,1
BOS,346,Bosnia,2003,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,2,4,6,1,1,2
BOS,346,Bosnia,2004,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,2,5,7,1,2,3
BOT,571,Botswana,1966,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,7,0,0,0,0,0,0
BOT,571,Botswana,1967,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,7,0,1,1,0,1,1
BOT,571,Botswana,1968,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,8,0,0,0,0,0,0
BOT,571,Botswana,1969,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,8,0,0,0,0,0,0
BOT,571,Botswana,1970,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,0,0,0,0,0,0
BOT,571,Botswana,1971,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,0,0,0,0,0,0
BOT,571,Botswana,1972,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,1,1,4,9,0,3,3,0,1,1
BOT,571,Botswana,1973,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,1,1,4,9,0,3,3,0,1,1
BOT,571,Botswana,1974,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,1,1,4,9,0,3,3,0,1,1
BOT,571,Botswana,1975,1,0,0,0,0,0,0,0,0,0,0,3,1,3,4,1,1,1,4,11,2,10,12,2,2,3
BOT,571,Botswana,1976,1,0,0,0,0,0,0,0,0,0,0,3,1,4,5,1,2,2,4,11,2,11,13,2,3,4
BOT,571,Botswana,1977,1,0,0,0,0,0,0,0,0,0,0,3,1,3,4,1,1,1,4,11,4,12,16,4,3,4
BOT,571,Botswana,1978,1,0,0,0,0,0,0,0,0,0,0,3,1,3,4,1,1,1,4,11,4,12,16,4,3,4
BOT,571,Botswana,1979,1,0,0,0,0,0,0,0,0,0,0,3,1,3,4,1,1,1,4,11,2,12,14,2,3,4
BOT,571,Botswana,1980,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,11,0,9,9,0,2,2
BOT,571,Botswana,1981,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,4,11,0,16,16,0,4,4
BOT,571,Botswana,1982,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,4,11,0,16,16,0,4,4
BOT,571,Botswana,1983,1,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,2,2,4,11,0,19,19,0,5,5
BOT,571,Botswana,1984,1,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,2,2,4,11,0,18,18,0,5,5
BOT,571,Botswana,1985,1,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,2,2,4,11,0,17,17,0,4,4
BOT,571,Botswana,1986,1,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,2,2,4,11,0,17,17,0,4,4
BOT,571,Botswana,1987,1,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,2,2,4,11,0,17,17,0,4,4
BOT,571,Botswana,1988,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,1,1,4,11,0,16,16,0,3,3
BOT,571,Botswana,1989,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,1,1,4,11,0,16,16,0,3,3
BOT,571,Botswana,1990,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,1,4,12,0,16,16,0,3,3
BOT,571,Botswana,1991,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,1,4,12,0,16,16,0,3,3
BOT,571,Botswana,1992,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,1,4,12,0,18,18,0,4,4
BOT,571,Botswana,1993,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,1,4,12,0,13,13,0,4,4
BOT,571,Botswana,1994,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,1,4,12,0,12,12,0,3,3
BOT,571,Botswana,1995,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,1,4,12,0,12,12,0,3,3
BOT,571,Botswana,1996,1,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,1,4,12,0,17,17,0,3,3
BOT,571,Botswana,1997,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,0,15,15,0,3,3
BOT,571,Botswana,1998,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,0,16,16,0,4,4
BOT,571,Botswana,1999,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,0,15,15,0,3,3
BOT,571,Botswana,2000,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,0,12,12,0,2,2
BOT,571,Botswana,2001,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,0,12,12,0,2,2
BOT,571,Botswana,2002,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,0,13,13,0,3,3
BOT,571,Botswana,2003,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,0,7,7,0,3,3
BOT,571,Botswana,2004,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,12,0,6,6,0,2,2
BRA,140,Brazil,1946,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1,1,8,11,0,1,1,0,1,1
BRA,140,Brazil,1947,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1,1,8,11,0,1,1,0,1,1
BRA,140,Brazil,1948,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1,1,8,11,0,1,1,0,1,1
BRA,140,Brazil,1949,1,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,1,1,8,11,0,5,5,0,1,1
BRA,140,Brazil,1950,1,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,1,1,8,11,0,5,5,0,1,1
BRA,140,Brazil,1951,1,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,1,1,8,11,0,5,5,0,1,1
BRA,140,Brazil,1952,1,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,2,2,8,11,0,7,7,0,2,2
BRA,140,Brazil,1953,1,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,1,1,8,11,0,5,5,0,1,1
BRA,140,Brazil,1954,1,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,1,1,8,11,0,5,5,0,1,1
BRA,140,Brazil,1955,1,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,2,2,8,11,0,7,7,0,2,2
BRA,140,Brazil,1956,1,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,1,1,8,11,0,5,5,0,1,1
BRA,140,Brazil,1957,1,0,0,0,0,0,0,0,0,0,0,7,0,6,6,0,2,2,8,11,0,6,6,0,2,2
BRA,140,Brazil,1958,1,0,0,0,0,0,0,0,0,0,0,7,0,6,6,0,2,2,8,11,0,6,6,0,2,2
BRA,140,Brazil,1959,1,0,0,0,0,0,0,0,0,0,0,7,0,6,6,0,2,2,8,11,0,6,6,0,2,2
BRA,140,Brazil,1960,1,0,0,0,0,0,0,0,0,0,0,7,0,6,6,0,2,2,8,11,0,6,6,0,2,2
