ID	Location	SideA	SideA2nd	SideB	SideB2nd	Incomp	Terr	YEAR	Int1	CumInt	Type	StartDate	StartPrec	StartDate2	Startprec2	EpEnd	EpEndDate	EpEndPrec	GWNOA	GWNOA2nd	GWNOB	GWNOB2nd	GWNOLoc	Region	Version
10	Philippines	Philippines		CPP		2		1984	2	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1985	2	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1986	2	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1987	1	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1988	1	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		"CPP, Military Faction (forces of Benjamin Mejia)"		2		1989	2	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		"CPP, Military Faction (forces of Benjamin Mejia)"		2		1990	1	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1991	2	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1992	2	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1993	1	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1994	1	1	3	7/1/1946	4	9/1/1969	4	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1995	1	1	3	7/1/1946	4	9/1/1969	4	1	12/13/1995	-99	840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1997	1	1	3	7/1/1946	4	12/21/1997	1	1	12/22/1997	-99	840				840	3	4-2008
10	Philippines	Philippines		CPP		2		1999	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		2000	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		2001	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		2002	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		2003	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		2004	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		2005	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		2006	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
10	Philippines	Philippines		CPP		2		2007	1	1	3	7/1/1946	4	9/13/1999	1	0			840				840	3	4-2008
11	Russia (Soviet Union)	Russia (Soviet Union)		Forest Brothers		1	Estonia	1946	1	1	3	1/1/1944	6	1/1/1946	5	0			365				365	1	4-2008
11	Russia (Soviet Union)	Russia (Soviet Union)		Forest Brothers		1	Estonia	1947	1	1	3	1/1/1944	6	1/1/1946	5	0			365				365	1	4-2008
11	Russia (Soviet Union)	Russia (Soviet Union)		Forest Brothers		1	Estonia	1948	1	1	3	1/1/1944	6	1/1/1946	5	1	12/31/1948	-99	365				365	1	4-2008
12	Russia (Soviet Union)	Russia (Soviet Union)		"LNPA, LTS(p)A"		1	Latvia	1946	1	0	3	1/1/1945	6	1/1/1946	5	1	12/31/1946	-99	365				365	1	4-2008
13	Russia (Soviet Union)	Russia (Soviet Union)		BDPS		1	Lithuania	1946	2	1	3	6/6/1946	4	6/6/1946	4	0			365				365	1	4-2008
13	Russia (Soviet Union)	Russia (Soviet Union)		BDPS		1	Lithuania	1947	2	1	3	6/6/1946	4	6/6/1946	4	0			365				365	1	4-2008
13	Russia (Soviet Union)	Russia (Soviet Union)		BDPS		1	Lithuania	1948	1	1	3	6/6/1946	4	6/6/1946	4	1	12/31/1948	-99	365				365	1	4-2008
14	Russia (Soviet Union)	Russia (Soviet Union)		UPA		1	Ukraine	1946	2	1	3	1/1/1941	5	1/1/1946	5	0			365				365	1	4-2008
14	Russia (Soviet Union)	Russia (Soviet Union)		UPA		1	Ukraine	1947	2	1	3	1/1/1941	5	1/1/1946	5	0			365				365	1	4-2008
14	Russia (Soviet Union)	Russia (Soviet Union)		UPA		1	Ukraine	1948	2	1	3	1/1/1941	5	1/1/1946	5	0			365				365	1	4-2008
14	Russia (Soviet Union)	Russia (Soviet Union)		UPA		1	Ukraine	1949	1	1	3	1/1/1941	5	1/1/1946	5	0			365				365	1	4-2008
14	Russia (Soviet Union)	Russia (Soviet Union)		UPA		1	Ukraine	1950	1	1	3	1/1/1941	5	1/1/1946	5	1	12/31/1950	-99	365				365	1	4-2008
15	"France, Thailand"	Thailand		France		1	Northern Cambodia	1946	1	0	2	5/7/1946	1	5/7/1946	1	1	11/17/1946	-99	800		220		"220, 800"	3	4-2008
16	"Albania, United Kingdom"	United Kingdom		Albania		1	Korfu Channel	1946	1	0	2	10/22/1946	1	10/22/1946	1	1	12/31/1946	-99	200		339		"339, 200"	1	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1946	2	1	1	11/20/1946	1	11/20/1946	1	0			220				816	3	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1947	2	1	1	11/20/1946	1	11/20/1946	1	0			220				816	3	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1948	2	1	1	11/20/1946	1	11/20/1946	1	0			220				816	3	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1949	2	1	1	11/20/1946	1	11/20/1946	1	0			220				816	3	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1950	2	1	1	11/20/1946	1	11/20/1946	1	0			220				816	3	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1951	2	1	1	11/20/1946	1	11/20/1946	1	0			220				816	3	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1952	2	1	1	11/20/1946	1	11/20/1946	1	0			220				816	3	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1953	2	1	1	11/20/1946	1	11/20/1946	1	0			220				816	3	4-2008
17	Democratic Republic of Vietnam	France		Viet minh		1	Vietnam	1954	2	1	1	11/20/1946	1	11/20/1946	1	1	7/21/1954	-99	220				816	3	4-2008
18	China	China		Taiwanese insurgents		1	Taiwan	1947	2	1	3	2/28/1947	1	2/28/1947	1	1	3/24/1947	-99	710				710	3	4-2008
19	Hyderabad	Hyderabad		CPI		2		1947	2	1	3	6/1/1947	4	6/1/1947	4	0			-99				-99		4-2008
19	Hyderabad	Hyderabad		CPI		2		1948	2	1	3	6/1/1947	4	6/1/1947	4	1	9/18/1948	-99	-99				-99		4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1948	2	1	2	1/1/1948	5	1/1/1948	5	1	12/31/1948	-99	750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1964	1	1	2	1/1/1948	5	1/1/1964	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1965	2	1	2	1/1/1948	5	1/1/1964	5	1	12/31/1965	-99	750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1971	2	1	2	1/1/1948	5	12/3/1971	1	1	12/17/1971	-99	750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1984	1	1	2	1/1/1948	5	1/1/1984	5	1	12/31/1984	-99	750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1987	1	1	2	1/1/1948	5	1/1/1987	5	1	12/31/1987	-99	750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1989	1	1	2	1/1/1948	5	1/1/1989	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1990	1	1	2	1/1/1948	5	1/1/1989	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1991	1	1	2	1/1/1948	5	1/1/1989	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1992	1	1	2	1/1/1948	5	1/1/1989	5	1	12/31/1992	-99	750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1996	1	1	2	1/1/1948	5	1/1/1996	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1997	1	1	2	1/1/1948	5	1/1/1996	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1998	1	1	2	1/1/1948	5	1/1/1996	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	1999	2	1	2	1/1/1948	5	1/1/1996	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	2000	1	1	2	1/1/1948	5	1/1/1996	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	2001	1	1	2	1/1/1948	5	1/1/1996	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	2002	1	1	2	1/1/1948	5	1/1/1996	5	0			750		770		"750, 770"	3	4-2008
20	"India, Pakistan"	India		Pakistan		1	Kashmir	2003	1	1	2	1/1/1948	5	1/1/1996	5	1	11/26/2003	-99	750		770		"750, 770"	3	4-2008
21	Madagascar	France		MDRM		1	Malagasy	1947	2	1	1	3/29/1947	1	3/29/1947	1	1	12/31/1947	-99	220				580	4	4-2008
22	Paraguay	Paraguay		"Opposition coalition (Febreristas, Liberals and Communists)"		2		1947	2	1	3	1/1/1947	5	3/1/1947	4	1	8/20/1947	-99	150				150	5	4-2008
22	Paraguay	Paraguay		Military faction (forces of General Alfredo Stroessner)		2		1954	1	1	3	1/1/1947	5	5/5/1954	1	1	5/5/1954	-99	150				150	5	4-2008
22	Paraguay	Paraguay		Military Faction (forces of General Rodriguez)		2		1989	1	1	3	1/1/1947	5	2/3/1989	1	1	2/3/1989	-99	150				150	5	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1949	2	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1950	2	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1951	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1952	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1953	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1954	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1955	2	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1956	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1957	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1958	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1959	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1960	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1961	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1962	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1963	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1964	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1965	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1966	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1967	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1968	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1969	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1970	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1971	2	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1972	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1973	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1974	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1975	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1976	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1977	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1978	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1979	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1980	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1981	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1982	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1983	2	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1984	2	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1985	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1986	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1987	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1988	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1989	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1990	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1991	1	1	3	1/1/1949	4	2/1/1949	4	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1992	2	1	3	1/1/1949	4	2/1/1949	4	1	4/28/1992	-99	775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1995	1	1	3	1/1/1949	4	1/27/1995	1	1	12/31/1995	-99	775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1997	1	1	3	1/1/1949	4	1/1/1997	5	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1998	1	1	3	1/1/1949	4	1/1/1997	5	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	1999	1	1	3	1/1/1949	4	1/1/1997	5	0			775				775	3	4-2008
23	Myanmar	Myanmar		"God's army, KNU"		1	Karen	2000	1	1	3	1/1/1949	4	1/1/1997	5	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	2001	1	1	3	1/1/1949	4	1/1/1997	5	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	2002	1	1	3	1/1/1949	4	1/1/1997	5	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	2003	1	1	3	1/1/1949	4	1/1/1997	5	1	12/31/2003	-99	775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	2005	1	1	3	1/1/1949	4	4/12/2005	1	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	2006	1	1	3	1/1/1949	4	4/12/2005	1	0			775				775	3	4-2008
23	Myanmar	Myanmar		KNU		1	Karen	2007	1	1	3	1/1/1949	4	4/12/2005	1	0			775				775	3	4-2008
24	Myanmar	Myanmar		"CPB, CPB - RF, PVO - ""White Band"" faction"		2		1948	2	1	3	2/1/1948	4	2/1/1948	4	0			775				775	3	4-2008
24	Myanmar	Myanmar		"CPB, CPB - RF, PVO - ""White Band"" faction"		2		1949	2	1	3	2/1/1948	4	2/1/1948	4	0			775				775	3	4-2008
